Gene Synonym	Gene name	Gene type	Gene stable ID	Gene description
SZP	PRG4	gene	HOM:51874048	MGI
SZRD1	SZRD1	gene	HOM:51882100	MGI
SZT2	SZT2	gene	HOM:51884980	MGI
T	T	gene	HOM:51871135	MGI
T	TE	gene	MGI:98661	MGI
T CELL FACTOR-1	TCF7	gene	HOM:51885305	MGI
T COMPLEX PROTEIN 1, DELTA	CCT4	gene	HOM:51884339	MGI
T-ACTIN 1	ACTL7B	gene	HOM:51886312	MGI
T-ACTIN 2	ACTL7A	gene	HOM:51886311	MGI
T-ASSOCIATED SEX REVERSAL	MAP3K4	gene	HOM:51871491	MGI
T-BAM	CD40LG	gene	HOM:51872143	MGI
T-BET	TBX21	gene	HOM:51881565	MGI
T-BOX BRAIN GENE 1	TBR1	gene	HOM:51877295	MGI
T-CADHERIN	CDH13	gene	HOM:51879237	MGI
T-CC	CYCT	gene	HOM:51872661	MGI
T-CELL FACTOR 1	TCF7	gene	HOM:51885305	MGI
T-DSP10	DUSP15	gene	HOM:51873365	MGI
T-DSP11	DUSP3	gene	HOM:51873367	MGI
T-DSP4	DUSP12	gene	HOM:51883289	MGI
T-FIMBRIN	PLS3	gene	HOM:51882305	MGI
T-PA	PLAT	gene	HOM:51879732	MGI
T-STAR	KHDRBS3	gene	HOM:51881710	MGI
T-SYNTHASE	C1GALT1	gene	HOM:51871219	MGI
T-TYPE CAV3.2	CACNA1H	gene	HOM:51878801	MGI
T/EBP	NKX2-1	gene	HOM:51878039	MGI
T1	IL1RL1	gene	HOM:51876648	MGI
T1	T	gene	HOM:51871135	MGI
T1 GENE	IL1RL1	gene	HOM:51876648	MGI
T1-CADHERIN	CDH9	gene	HOM:51872185	MGI
T1/ST2	IL1RL1	gene	HOM:51876648	MGI
T10	TANGO2	gene	HOM:51882618	MGI
T10-2A2	CFAP20	gene	HOM:51884485	MGI
T100	LY9	gene	HOM:51888275	MGI
T160	SSRP1	gene	HOM:51876984	MGI
T18C	H2-T23	gene	HOM:51879989	MGI
T18C(37)	H2-T23	gene	HOM:51879989	MGI
T1A	PDPN	gene	HOM:51889479	MGI
T1ALPHA	PDPN	gene	HOM:51889479	MGI
T1L	CERS6	gene	HOM:51877531	MGI
T1R1	TAS1R1	gene	HOM:51882725	MGI
T1R2	TAS1R2	gene	HOM:51881527	MGI
T1R3	TAS1R3	gene	HOM:51882726	MGI
T2	T2	gene	HOM:51892110	MGI
T2-CADHERIN	CDH10	gene	HOM:51872184	MGI
T200	PTPRC	gene	HOM:51872160	MGI
T23B	H2-T23	gene	HOM:51879989	MGI
T23D	H2-T23	gene	HOM:51879989	MGI
T25	THY1	gene	HOM:51882097	MGI
T25529	UBXN1	gene	HOM:51874231	MGI
T2BP	TIFA	gene	HOM:51879410	MGI
T2DM1	STXBP5L	gene	HOM:51879522	MGI
T2MD1	STXBP5L	gene	HOM:51879522	MGI
T2R04	TAS2R104	gene	HOM:51881544	MGI
T2R05	TAS2R105	gene	HOM:51881555	MGI
T2R06	TAS2R106	gene	HOM:51881552	MGI
T2R07	TAS2R107	gene	HOM:51881549	MGI
T2R09	TAS2R109	gene	HOM:51881550	MGI
T2R10	TAS2R110	gene	HOM:51881548	MGI
T2R108	TAS2R108	gene	HOM:51881557	MGI
T2R12	TAS2R126	gene	HOM:51881543	MGI
T2R13	TAS2R113	gene	HOM:51881532	MGI
T2R134	TAS2R134	gene	HOM:51881537	MGI
T2R138	TAS2R138	gene	HOM:51881542	MGI
T2R14	TAS2R114	gene	HOM:51881539	MGI
T2R15	TAS2R115	gene	HOM:51881529	MGI
T2R16	TAS2R116	gene	HOM:51881554	MGI
T2R17	TAS2R117	gene	HOM:51881547	MGI
T2R18	TAS2R118	gene	HOM:51890324	MGI
T2R19	TAS2R119	gene	HOM:51881556	MGI
T2R20	TAS2R120	gene	HOM:51890325	MGI
T2R21	TAS2R121	gene	HOM:51881534	MGI
T2R22	TAS2R122	gene	HOM:51881531	MGI
T2R23	TAS2R123	gene	HOM:51881538	MGI
T2R24	TAS2R124	gene	HOM:51881530	MGI
T2R26	TAS2R125	gene	HOM:51881533	MGI
T2R26	TAS2R126	gene	HOM:51881543	MGI
T2R29	TAS2R129	gene	HOM:51881541	MGI
T2R3	TAS2R103	gene	HOM:51881535	MGI
T2R30	TAS2R130	gene	HOM:51881545	MGI
T2R31	TAS2R131	gene	HOM:51881528	MGI
T2R4	TAS2R107	gene	HOM:51881549	MGI
T2R40	TAS2R140	gene	HOM:51881553	MGI
T2R5	TAS2R105	gene	HOM:51881555	MGI
T2R8	TAS2R108	gene	HOM:51881557	MGI
T2R9	TAS2R105	gene	HOM:51881555	MGI
T3D	CD3D	gene	HOM:51886828	MGI
T3E	CD3E	gene	HOM:51886829	MGI
T3G	CD3G	gene	HOM:51886830	MGI
T3L	CERS3	gene	HOM:51872224	MGI
T3RALPHA	THRA	gene	HOM:51872223	MGI
T3RBETA	THRB	gene	HOM:51875413	MGI
T3R[A]	THRA	gene	HOM:51872223	MGI
T3R[B]	THRB	gene	HOM:51875413	MGI
T3Z	CD247	gene	HOM:51872156	MGI
T54	GPKOW	gene	HOM:51877862	MGI
T66A-A	TCP10A	gene	HOM:51885515	MGI
T66B-A	TCP10B	gene	HOM:51885516	MGI
T66C-A	TCP10C	gene	HOM:51885517	MGI
T6BP	TAX1BP1	gene	HOM:51879666	MGI
T6GA	T6GA	gene	MGI:3578188	MGI
T7	PRSS3B	gene	HOM:51881695	MGI
T8130B59	TTLL6	gene	HOM:51874778	MGI
T8219B25	MTCL1	gene	HOM:51888807	MGI
TA	PRSS2	gene	HOM:51881698	MGI
TA-2	TARG1	gene	MGI:1100841	MGI
TA-4	TARG3	gene	MGI:1100843	MGI
TA1	SLC7A5	gene	HOM:51877532	MGI
TA3	2700049A03RIK	gene	HOM:51877470	MGI
TA3	TAAR9	gene	HOM:51879296	MGI
TA33HL	TA33HL	gene	MGI:5288350	MGI
TA<33H>-LIKE	TA33HL	gene	MGI:5288350	MGI
TA<44H>	TAL44H	gene	MGI:5510537	MGI
TA<45H>	TA33HL	gene	MGI:5288350	MGI
TAA1	PVR	gene	HOM:51880692	MGI
TAAR1	TAAR1	gene	HOM:51881068	MGI
TAAR2	TAAR2	gene	HOM:51881070	MGI
TAAR3	TAAR3	gene	HOM:51879297	MGI
TAAR4	TAAR4	gene	HOM:51881069	MGI
TAAR5	TAAR5	gene	HOM:51881071	MGI
TAAR6	TAAR6	gene	HOM:51879860	MGI
TAAR7A	TAAR7A	gene	HOM:51890313	MGI
TAAR7B	TAAR7B	gene	HOM:51890314	MGI
TAAR7D	TAAR7D	gene	HOM:51890315	MGI
TAAR7E	TAAR7E	gene	HOM:51890312	MGI
TAAR7F	TAAR7F	gene	HOM:51890311	MGI
TAAR8A	TAAR8A	gene	HOM:51890317	MGI
TAAR8B	TAAR8B	gene	HOM:51890318	MGI
TAAR8C	TAAR8C	gene	HOM:51890319	MGI
TAAR9	TAAR9	gene	HOM:51879296	MGI
TAB1	TAB1	gene	HOM:51877695	MGI
TAB182	CNOT12	gene	HOM:51890525	MGI
TAB2	TAB2	gene	HOM:51877696	MGI
TAB3	TAB3	gene	HOM:51877697	MGI
TABL	TABL	gene	MGI:5708407	MGI
TAC1	TAC1	gene	HOM:51875882	MGI
TAC1R	TACR1	gene	HOM:51879432	MGI
TAC2	TAC2	gene	HOM:51878043	MGI
TAC2-N	TC2N	gene	HOM:51890333	MGI
TAC2R	TACR2	gene	HOM:51879591	MGI
TAC3R	TACR3	gene	HOM:51879725	MGI
TAC4	TAC4	gene	HOM:51880007	MGI
TACC1	TACC1	gene	HOM:51885721	MGI
TACC2	TACC2	gene	HOM:51871590	MGI
TACC3	TACC3	gene	HOM:51871760	MGI
TACE	ADAM17	gene	HOM:51870553	MGI
TACI	TNFRSF13B	gene	HOM:51890514	MGI
TACO1	TACO1	gene	HOM:51883744	MGI
TACO1OS	TACO1OS	gene	MGI:1915441	MGI
TACOR	TACOR	gene	MGI:5708539	MGI
TACR1	TACR1	gene	HOM:51879432	MGI
TACR2	TACR2	gene	HOM:51879591	MGI
TACR3	TACR3	gene	HOM:51879725	MGI
TACSTD1	EPCAM	gene	HOM:51878307	MGI
TACSTD2	TACSTD2	gene	HOM:51878306	MGI
TACT1	ACTL7B	gene	HOM:51886312	MGI
TACT2	ACTL7A	gene	HOM:51886311	MGI
TACTILE	CD96	gene	HOM:51885765	MGI
TACTRII	ACVR2A	gene	HOM:51870544	MGI
TADA1	TADA1	gene	HOM:51884623	MGI
TADA1L	TADA1	gene	HOM:51884623	MGI
TADA2A	TADA2A	gene	HOM:51883621	MGI
TADA2B	TADA2B	gene	HOM:51882264	MGI
TADA2L	TADA2A	gene	HOM:51883621	MGI
TADA3	TADA3	gene	HOM:51873676	MGI
TADA3L	TADA3	gene	HOM:51873676	MGI
TADG14	KLK1B8	gene	HOM:51887985	MGI
TAF(I)41	TAF1D	gene	HOM:51890320	MGI
TAF1	TAF1	gene	HOM:51882516	MGI
TAF10	TAF10	gene	HOM:51876711	MGI
TAF11	TAF11	gene	HOM:51884878	MGI
TAF12	TAF12	gene	HOM:51875752	MGI
TAF13	TAF13	gene	HOM:51882336	MGI
TAF15	TAF15	gene	HOM:51873714	MGI
TAF1A	TAF1A	gene	HOM:51879486	MGI
TAF1B	TAF1B	gene	HOM:51881082	MGI
TAF1C	TAF1C	gene	HOM:51875577	MGI
TAF1D	TAF1D	gene	HOM:51890320	MGI
TAF2	TAF2	gene	HOM:51874733	MGI
TAF2A	TAF1	gene	HOM:51882516	MGI
TAF2B	TAF2	gene	HOM:51874733	MGI
TAF2C1	TAF4	gene	HOM:51879406	MGI
TAF2C2	TAF4B	gene	HOM:51879138	MGI
TAF2E	TAF6	gene	HOM:51882286	MGI
TAF2F	TAF7	gene	HOM:51872312	MGI
TAF2G	TAF9	gene	HOM:51890322	MGI
TAF2H	TAF10	gene	HOM:51876711	MGI
TAF2I	TAF11	gene	HOM:51884878	MGI
TAF2J	TAF12	gene	HOM:51875752	MGI
TAF2N	TAF15	gene	HOM:51873714	MGI
TAF2Q	TAF7L	gene	HOM:51872313	MGI
TAF2S	TCERG1	gene	HOM:51881569	MGI
TAF3	TAF3	gene	HOM:51890321	MGI
TAF3B1	BDP1	gene	HOM:51877330	MGI
TAF3C	BRF1	gene	HOM:51871145	MGI
TAF4	TAF4	gene	HOM:51879406	MGI
TAF4A	TAF4	gene	HOM:51879406	MGI
TAF4B	TAF4B	gene	HOM:51879138	MGI
TAF5	TAF5	gene	HOM:51882371	MGI
TAF5L	TAF5L	gene	HOM:51875245	MGI
TAF6	TAF6	gene	HOM:51882286	MGI
TAF6L	TAF6L	gene	HOM:51873688	MGI
TAF7	TAF7	gene	HOM:51872312	MGI
TAF7L	TAF7L	gene	HOM:51872313	MGI
TAF7L2	TAF7L2	gene	MGI:6274337	MGI
TAF8	TAF8	gene	HOM:51881558	MGI
TAF9	TAF9	gene	HOM:51890322	MGI
TAF9B	TAF9B	gene	HOM:51890323	MGI
TAF9L	TAF9B	gene	HOM:51890323	MGI
TAFA-1	TAFA1	gene	HOM:51873927	MGI
TAFA-2	TAFA2	gene	HOM:51878751	MGI
TAFA-3	TAFA3	gene	HOM:51878750	MGI
TAFA1	TAFA1	gene	HOM:51873927	MGI
TAFA2	TAFA2	gene	HOM:51878751	MGI
TAFA3	TAFA3	gene	HOM:51878750	MGI
TAFA4	TAFA4	gene	HOM:51873928	MGI
TAFA5	TAFA5	gene	HOM:51873929	MGI
TAFAZZIN	TAFAZZIN	gene	HOM:51881563	MGI
TAFI	CPB2	gene	HOM:51883231	MGI
TAFI41	TAF1D	gene	HOM:51890320	MGI
TAFII105	TAF4B	gene	HOM:51879138	MGI
TAFII130	TAF4	gene	HOM:51879406	MGI
TAFII135	TAF4	gene	HOM:51879406	MGI
TAFII150	TAF2	gene	HOM:51874733	MGI
TAFII28	TAF11	gene	HOM:51884878	MGI
TAFII30	TAF10	gene	HOM:51876711	MGI
TAFII55	TAF7	gene	HOM:51872312	MGI
TAFII68	TAF15	gene	HOM:51873714	MGI
TAFIII90	BRF1	gene	HOM:51871145	MGI
TAG	TAG	gene	MGI:98478	MGI
TAG-1	CNTN2	gene	HOM:51881276	MGI
TAG1	CNTN2	gene	HOM:51881276	MGI
TAG7	PGLYRP1	gene	HOM:51878399	MGI
TAGAP	TAGAP	gene	HOM:51879238	MGI
TAGAP1	TAGAP1	gene	HOM:51879239	MGI
TAGE4	PVR	gene	HOM:51880692	MGI
TAGL	PGLYRP2	gene	HOM:51882724	MGI
TAGL-ALPHA	PGLYRP2	gene	HOM:51882724	MGI
TAGL-BETA	PGLYRP2	gene	HOM:51882724	MGI
TAGLN	TAGLN	gene	HOM:51881379	MGI
TAGLN2	TAGLN2	gene	HOM:51871569	MGI
TAGLN3	TAGLN3	gene	HOM:51874919	MGI
TAHCCP1	SPART	gene	HOM:51881419	MGI
TAILLESS	NR2E1	gene	HOM:51874731	MGI
TAIP-3	CSRNP1	gene	HOM:51870974	MGI
TAIPOXIN-ASSOCIATED CALCIUM BINDING PROTEIN 49	RCN2	gene	HOM:51880772	MGI
TAJ	TNFRSF19	gene	HOM:51873682	MGI
TAJ-ALPHA	TNFRSF19	gene	HOM:51873682	MGI
TAK1	MAP3K7	gene	HOM:51879756	MGI
TAK1	NR2C2	gene	HOM:51875941	MGI
TAK1 BINDING PROTEIN 2	TAB2	gene	HOM:51877696	MGI
TAK1-BINDING PROTEIN 1	TAB1	gene	HOM:51877695	MGI
TAKRP	KBTBD8	gene	HOM:51871840	MGI
TAKUSAN	2610042L04RIK	gene	HOM:51892089	MGI
TAL	TAL	gene	MGI:98479	MGI
TAL1	TAL1	gene	HOM:51878936	MGI
TAL2	NHLH1	gene	HOM:51878114	MGI
TAL2	TAL2	gene	HOM:51883143	MGI
TAL44H	TAL44H	gene	MGI:5510537	MGI
TALDO1	TALDO1	gene	HOM:51882363	MGI
TALE FAMILY HOMEOBOX	TGIF2	gene	HOM:51890403	MGI
TALIA	AKAP17B	gene	HOM:51884356	MGI
TALK-1	KCNK16	gene	HOM:51887919	MGI
TALK1	KCNK16	gene	HOM:51887919	MGI
TALL-1	TNFSF13B	gene	HOM:51871003	MGI
TALL2	TNFSF13	gene	HOM:51870797	MGI
TALLA	TSPAN7	gene	HOM:51881625	MGI
TALLBCR	TALLBCR	gene	MGI:1858384	MGI
TALPHA1 ALPHA-TUBULIN	TUBA1A	gene	HOM:51881717	MGI
TALPID3	2700049A03RIK	gene	HOM:51877470	MGI
TAM-1	TAM1	gene	MGI:98482	MGI
TAM1	TAM1	gene	MGI:98482	MGI
TAMALIN	TAMALIN	gene	HOM:51876108	MGI
TAMM-HORSFALL GLYCOPROTEIN	UMOD	gene	HOM:51886156	MGI
TAMM41	TAMM41	gene	HOM:51883331	MGI
TAN1	NOTCH1	gene	HOM:51872769	MGI
TANC1	TANC1	gene	HOM:51884975	MGI
TANC2	TANC2	gene	HOM:51875718	MGI
TANGO	MIA3	gene	HOM:51877804	MGI
TANGO10A	BTBD17	gene	HOM:51880092	MGI
TANGO10B	LGALS3BP	gene	HOM:51877558	MGI
TANGO13A	TPST1	gene	HOM:51875528	MGI
TANGO13B	TPST2	gene	HOM:51884331	MGI
TANGO2	TANGO2	gene	HOM:51882618	MGI
TANGO4	PLRG1	gene	HOM:51882573	MGI
TANGO5	VMP1	gene	HOM:51881653	MGI
TANGO6	TANGO6	gene	HOM:51879727	MGI
TANGO7	EIF3M	gene	HOM:51873742	MGI
TANGO9	SLC35F6	gene	HOM:51878789	MGI
TANK	TANK	gene	HOM:51883463	MGI
TANK1	TNKS	gene	HOM:51875091	MGI
TANKYRASE 1	TNKS	gene	HOM:51875091	MGI
TAO1	TAOK2	gene	HOM:51882634	MGI
TAO2	TAOK2	gene	HOM:51882634	MGI
TAOK1	TAOK1	gene	HOM:51881560	MGI
TAOK2	TAOK2	gene	HOM:51882634	MGI
TAOK3	TAOK3	gene	HOM:51879094	MGI
TAOS1	LTO1	gene	HOM:51878241	MGI
TAP	LY6A	gene	HOM:51891566	MGI
TAP	NXF1	gene	HOM:51877275	MGI
TAP	SEC14L2	gene	HOM:51889927	MGI
TAP	TAP1	gene	HOM:51870475	MGI
TAP	USO1	gene	HOM:51881915	MGI
TAP-1	TAP1	gene	HOM:51870475	MGI
TAP-2	TAP2	gene	HOM:51870476	MGI
TAP1	TAP1	gene	HOM:51870475	MGI
TAP2	TAP2	gene	HOM:51870476	MGI
TAP42	IGBP1	gene	HOM:51875261	MGI
TAP63	TRP63	gene	HOM:51872772	MGI
TAP73	TRP73	gene	HOM:51878881	MGI
TAPA-1	CD81	gene	HOM:51872165	MGI
TAPA1	CD81	gene	HOM:51872165	MGI
TAPASIN	TAPBP	gene	HOM:51880021	MGI
TAPBP	TAPBP	gene	HOM:51880021	MGI
TAPBPL	TAPBPL	gene	HOM:51875692	MGI
TAPBPL-R	TAPBPL	gene	HOM:51875692	MGI
TAPE	CC2D1A	gene	HOM:51885944	MGI
TAPL	ABCB9	gene	HOM:51880673	MGI
TAPP1	PLEKHA1	gene	HOM:51874751	MGI
TAPP2	PLEKHA2	gene	HOM:51879665	MGI
TAPS	ASPRV1	gene	HOM:51886472	MGI
TAPT1	TAPT1	gene	HOM:51874885	MGI
TAR1	TAAR1	gene	HOM:51881068	MGI
TAR3	TAAR9	gene	HOM:51879296	MGI
TARA	TRIOBP	gene	HOM:51875209	MGI
TARA-5	TAFA5	gene	HOM:51873929	MGI
TARBP1	TARBP1	gene	HOM:51881093	MGI
TARBP2	TARBP2	gene	HOM:51875518	MGI
TARC	CCL17	gene	HOM:51886791	MGI
TARDBP	TARDBP	gene	HOM:51881561	MGI
TARG1	TARG1	gene	MGI:1100841	MGI
TARG2	HSP90B1	gene	HOM:51874298	MGI
TARG3	TARG3	gene	MGI:1100843	MGI
TARG4	SF3B1	gene	HOM:51881709	MGI
TARM1	TARM1	gene	HOM:51886218	MGI
TARP GAMMA 2	CACNG2	gene	HOM:51871296	MGI
TARP GAMMA 7	CACNG7	gene	HOM:51880343	MGI
TARP GAMMA 8	CACNG8	gene	HOM:51880342	MGI
TARPP	ARPP21	gene	HOM:51871750	MGI
TARS	TARS1	gene	HOM:51881562	MGI
TARS1	TARS1	gene	HOM:51881562	MGI
TARS2	TARS2	gene	HOM:51885538	MGI
TARS3	TARS3	gene	HOM:51881351	MGI
TARSH	ABI3BP	gene	HOM:51870488	MGI
TARSL1	TARS2	gene	HOM:51885538	MGI
TARSL2	TARS3	gene	HOM:51881351	MGI
TAS	MAP3K4	gene	HOM:51871491	MGI
TAS16	TAS16	gene	MGI:5646388	MGI
TAS1R1	TAS1R1	gene	HOM:51882725	MGI
TAS1R2	TAS1R2	gene	HOM:51881527	MGI
TAS1R3	TAS1R3	gene	HOM:51882726	MGI
TAS2	TAS2	gene	MGI:5496844	MGI
TAS2R10	TAS2R103	gene	HOM:51881535	MGI
TAS2R10	TAS2R110	gene	HOM:51881548	MGI
TAS2R102	TAS2R102	gene	HOM:51881536	MGI
TAS2R103	TAS2R103	gene	HOM:51881535	MGI
TAS2R104	TAS2R104	gene	HOM:51881544	MGI
TAS2R105	TAS2R105	gene	HOM:51881555	MGI
TAS2R106	TAS2R106	gene	HOM:51881552	MGI
TAS2R107	TAS2R107	gene	HOM:51881549	MGI
TAS2R108	TAS2R108	gene	HOM:51881557	MGI
TAS2R109	TAS2R109	gene	HOM:51881550	MGI
TAS2R110	TAS2R110	gene	HOM:51881548	MGI
TAS2R113	TAS2R113	gene	HOM:51881532	MGI
TAS2R114	TAS2R114	gene	HOM:51881539	MGI
TAS2R115	TAS2R115	gene	HOM:51881529	MGI
TAS2R116	TAS2R116	gene	HOM:51881554	MGI
TAS2R117	TAS2R117	gene	HOM:51881547	MGI
TAS2R118	TAS2R118	gene	HOM:51890324	MGI
TAS2R119	TAS2R119	gene	HOM:51881556	MGI
TAS2R120	TAS2R120	gene	HOM:51890325	MGI
TAS2R121	TAS2R121	gene	HOM:51881534	MGI
TAS2R122	TAS2R122	gene	HOM:51881531	MGI
TAS2R123	TAS2R123	gene	HOM:51881538	MGI
TAS2R124	TAS2R124	gene	HOM:51881530	MGI
TAS2R125	TAS2R125	gene	HOM:51881533	MGI
TAS2R126	TAS2R126	gene	HOM:51881543	MGI
TAS2R129	TAS2R129	gene	HOM:51881541	MGI
TAS2R13	TAS2R113	gene	HOM:51881532	MGI
TAS2R13	TAS2R140	gene	HOM:51881553	MGI
TAS2R130	TAS2R130	gene	HOM:51881545	MGI
TAS2R131	TAS2R131	gene	HOM:51881528	MGI
TAS2R134	TAS2R134	gene	HOM:51881537	MGI
TAS2R135	TAS2R135	gene	HOM:51881546	MGI
TAS2R136	TAS2R136	gene	HOM:51873331	MGI
TAS2R137	TAS2R137	gene	HOM:51881551	MGI
TAS2R138	TAS2R138	gene	HOM:51881542	MGI
TAS2R139	TAS2R139	gene	HOM:51873330	MGI
TAS2R14	TAS2R114	gene	HOM:51881539	MGI
TAS2R14	TAS2R116	gene	HOM:51881554	MGI
TAS2R140	TAS2R140	gene	HOM:51881553	MGI
TAS2R143	TAS2R143	gene	HOM:51892111	MGI
TAS2R144	TAS2R144	gene	HOM:51881540	MGI
TAS2R15	TAS2R115	gene	HOM:51881529	MGI
TAS2R16	TAS2R116	gene	HOM:51881554	MGI
TAS2R17	TAS2R117	gene	HOM:51881547	MGI
TAS2R18	TAS2R118	gene	HOM:51890324	MGI
TAS2R19	TAS2R119	gene	HOM:51881556	MGI
TAS2R2	TAS2R102	gene	HOM:51881536	MGI
TAS2R20	TAS2R120	gene	HOM:51890325	MGI
TAS2R21	TAS2R121	gene	HOM:51881534	MGI
TAS2R22	TAS2R122	gene	HOM:51881531	MGI
TAS2R23	TAS2R123	gene	HOM:51881538	MGI
TAS2R24	TAS2R124	gene	HOM:51881530	MGI
TAS2R25	TAS2R125	gene	HOM:51881533	MGI
TAS2R26	TAS2R126	gene	HOM:51881543	MGI
TAS2R29	TAS2R129	gene	HOM:51881541	MGI
TAS2R3	TAS2R103	gene	HOM:51881535	MGI
TAS2R30	TAS2R130	gene	HOM:51881545	MGI
TAS2R31	TAS2R131	gene	HOM:51881528	MGI
TAS2R34	TAS2R134	gene	HOM:51881537	MGI
TAS2R35	TAS2R135	gene	HOM:51881546	MGI
TAS2R36	TAS2R136	gene	HOM:51873331	MGI
TAS2R38	TAS2R138	gene	HOM:51881542	MGI
TAS2R39	TAS2R139	gene	HOM:51873330	MGI
TAS2R4	TAS2R104	gene	HOM:51881544	MGI
TAS2R40	TAS2R140	gene	HOM:51881553	MGI
TAS2R43	TAS2R143	gene	HOM:51892111	MGI
TAS2R44	TAS2R144	gene	HOM:51881540	MGI
TAS2R5	TAS2R105	gene	HOM:51881555	MGI
TAS2R6	TAS2R106	gene	HOM:51881552	MGI
TAS2R7	TAS2R107	gene	HOM:51881549	MGI
TAS2R7	TAS2R116	gene	HOM:51881554	MGI
TAS2R9	TAS2R109	gene	HOM:51881550	MGI
TAS4	TAS4	gene	MGI:5496920	MGI
TAS6	TAS6	gene	MGI:5646398	MGI
TASG7	PGLYRP1	gene	HOM:51878399	MGI
TASK-1	KCNK3	gene	HOM:51887920	MGI
TASK-2	KCNK5	gene	HOM:51870676	MGI
TASK3	KCNK9	gene	HOM:51879923	MGI
TASK5	KCNK15	gene	HOM:51887918	MGI
TASL	TASL	gene	HOM:51890326	MGI
TASL2	TASL2	gene	HOM:51885848	MGI
TASOR	TASOR	gene	HOM:51873932	MGI
TASOR2	TASOR2	gene	HOM:51873933	MGI
TASP1	TASP1	gene	HOM:51880911	MGI
TASR1	SRSF10	gene	HOM:51879284	MGI
TASR2	SRSF10	gene	HOM:51879284	MGI
TASTIN	TROAP	gene	HOM:51874450	MGI
TAT	TAT	gene	HOM:51879804	MGI
TAT BINDING PROTEIN 1	PSMC3	gene	HOM:51882172	MGI
TAT-SF1	HTATSF1	gene	HOM:51884390	MGI
TAT1	SLC16A10	gene	HOM:51877727	MGI
TATDN1	TATDN1	gene	HOM:51884803	MGI
TATDN2	TATDN2	gene	HOM:51883966	MGI
TATDN3	TATDN3	gene	HOM:51879321	MGI
TAU	CSNK1E	gene	HOM:51875454	MGI
TAU	MAPT	gene	HOM:51885671	MGI
TAURINE N-ACYLTRANSFERASE	BAAT	gene	HOM:51870521	MGI
TAUT	SLC6A6	gene	HOM:51874712	MGI
TAX	CNTN2	gene	HOM:51881276	MGI
TAX1BP1	TAX1BP1	gene	HOM:51879666	MGI
TAX1BP2	VAC14	gene	HOM:51874321	MGI
TAX1BP3	TAX1BP3	gene	HOM:51882164	MGI
TAX40	PARD6A	gene	HOM:51880155	MGI
TAXIP2	GIPC1	gene	HOM:51878675	MGI
TAXREB107	RPL6	gene	HOM:51870390	MGI
TAXREB67	ATF4	gene	HOM:51870906	MGI
TAZ	TAFAZZIN	gene	HOM:51881563	MGI
TAZ	WWTR1	gene	HOM:51881564	MGI
TAZ4	TEX2	gene	HOM:51883786	MGI
TAZ83	ADAM3	gene	HOM:51886329	MGI
TB	PRSS3	gene	HOM:51881697	MGI
TB	TB	gene	MGI:98489	MGI
TB	TBA	gene	MGI:98490	MGI
TB-1	TPBPA	gene	HOM:51892115	MGI
TB-11	TBRG3	gene	MGI:1100876	MGI
TB-12	TBRG4	gene	HOM:51885756	MGI
TB-5	TBRG1	gene	HOM:51883845	MGI
TB-9	TBRG2	gene	MGI:1100866	MGI
TB-RBP	TSN	gene	HOM:51876432	MGI
TB1	TPBPA	gene	HOM:51892115	MGI
TB10	TMSB10	gene	HOM:51875924	MGI
TB15A	TMSB15A	gene	HOM:51890511	MGI
TB15C	TMSB15B2	gene	HOM:51874097	MGI
TB15R	TMSB15L	gene	MGI:3026988	MGI
TB2/DP1	REEP5	gene	HOM:51874026	MGI
TB3-1	ETF1	gene	HOM:51873531	MGI
TB4	TMSB4X	gene	HOM:51874051	MGI
TBA	TBA	gene	MGI:98490	MGI
TBARE	TBARE	gene	MGI:3583751	MGI
TBATA	TBATA	gene	HOM:51886076	MGI
TBC1D1	TBC1D1	gene	HOM:51885417	MGI
TBC1D10	TBC1D10A	gene	HOM:51874985	MGI
TBC1D10A	TBC1D10A	gene	HOM:51874985	MGI
TBC1D10B	TBC1D10B	gene	HOM:51875427	MGI
TBC1D10C	TBC1D10C	gene	HOM:51886115	MGI
TBC1D12	TBC1D12	gene	HOM:51882403	MGI
TBC1D13	TBC1D13	gene	HOM:51883884	MGI
TBC1D14	TBC1D14	gene	HOM:51878840	MGI
TBC1D15	TBC1D15	gene	HOM:51877132	MGI
TBC1D16	TBC1D16	gene	HOM:51875246	MGI
TBC1D17	TBC1D17	gene	HOM:51882400	MGI
TBC1D19	TBC1D19	gene	HOM:51884270	MGI
TBC1D2	TBC1D2	gene	HOM:51885030	MGI
TBC1D20	TBC1D20	gene	HOM:51880304	MGI
TBC1D21	TBC1D21	gene	HOM:51890327	MGI
TBC1D22A	TBC1D22A	gene	HOM:51882854	MGI
TBC1D22B	TBC1D22B	gene	HOM:51880017	MGI
TBC1D22BOS	TBC1D22BOS	gene	MGI:1921342	MGI
TBC1D23	TBC1D23	gene	HOM:51884264	MGI
TBC1D24	TBC1D24	gene	HOM:51877301	MGI
TBC1D25	TBC1D25	gene	HOM:51876875	MGI
TBC1D2B	TBC1D2B	gene	HOM:51890328	MGI
TBC1D30	TBC1D30	gene	HOM:51874491	MGI
TBC1D31	TBC1D31	gene	HOM:51881944	MGI
TBC1D32	TBC1D32	gene	HOM:51871153	MGI
TBC1D4	TBC1D4	gene	HOM:51871778	MGI
TBC1D5	TBC1D5	gene	HOM:51884235	MGI
TBC1D6	GRTP1	gene	HOM:51876124	MGI
