Gene Synonym	Gene name	Gene type	Gene stable ID	Gene description
RPS12P31	RPS12P31	gene	HGNC:35578	HGNC
RPS12P32	RPS12P32	gene	HGNC:35571	HGNC
RPS12P4	RPS12P4	gene	HGNC:35670	HGNC
RPS12P5	RPS12P5	gene	HGNC:36525	HGNC
RPS12P6	RPS12P6	gene	HGNC:35790	HGNC
RPS12P7	RPS12P7	gene	HGNC:36699	HGNC
RPS12P8	RPS12P8	gene	HGNC:35945	HGNC
RPS12P9	RPS12P9	gene	HGNC:36719	HGNC
RPS13	RPS13	gene	HOM:51874091	HGNC
RPS13P1	RPS13P1	gene	HGNC:36309	HGNC
RPS13P2	RPS13P2	gene	HGNC:36364	HGNC
RPS13P3	RPS13P3	gene	HGNC:36866	HGNC
RPS13P4	RPS13P4	gene	HGNC:35731	HGNC
RPS13P5	RPS13P5	gene	HGNC:36610	HGNC
RPS13P6	RPS13P6	gene	HGNC:35653	HGNC
RPS13P7	RPS13P7	gene	HGNC:36310	HGNC
RPS13P8	RPS13P8	gene	HGNC:36400	HGNC
RPS14	RPS14	gene	HOM:51873804	HGNC
RPS14P1	RPS14P1	gene	HGNC:35572	HGNC
RPS14P10	RPS14P10	gene	HGNC:35517	HGNC
RPS14P2	RPS14P2	gene	HGNC:36080	HGNC
RPS14P3	RPS14P3	gene	HGNC:35797	HGNC
RPS14P4	RPS14P4	gene	HGNC:36419	HGNC
RPS14P5	RPS14P5	gene	HGNC:36087	HGNC
RPS14P6	RPS14P6	gene	HGNC:36241	HGNC
RPS14P7	RPS14P7	gene	HGNC:36961	HGNC
RPS14P8	RPS14P8	gene	HGNC:37027	HGNC
RPS14P9	RPS14P9	gene	HGNC:36286	HGNC
RPS15	RPS15	gene	HOM:51882040	HGNC
RPS15A	RPS15A	gene	HOM:51882069	HGNC
RPS15AP1	RPS15AP1	gene	HGNC:16598	HGNC
RPS15AP10	RPS15AP10	gene	HGNC:37001	HGNC
RPS15AP11	RPS15AP11	gene	HGNC:36707	HGNC
RPS15AP12	RPS15AP12	gene	HGNC:36759	HGNC
RPS15AP13	RPS15AP13	gene	HGNC:36774	HGNC
RPS15AP14	RPS15AP14	gene	HGNC:36629	HGNC
RPS15AP15	RPS15AP15	gene	HGNC:35640	HGNC
RPS15AP16	RPS15AP16	gene	HGNC:36764	HGNC
RPS15AP17	RPS15AP17	gene	HGNC:36888	HGNC
RPS15AP18	RPS15AP18	gene	HGNC:36524	HGNC
RPS15AP19	RPS15AP19	gene	HGNC:36603	HGNC
RPS15AP2	RPS15AP2	gene	HGNC:19671	HGNC
RPS15AP20	RPS15AP20	gene	HGNC:36391	HGNC
RPS15AP21	RPS15AP21	gene	HGNC:36142	HGNC
RPS15AP22	RPS15AP22	gene	HGNC:36305	HGNC
RPS15AP23	RPS15AP23	gene	HGNC:36718	HGNC
RPS15AP24	RPS15AP24	gene	HGNC:36174	HGNC
RPS15AP25	RPS15AP25	gene	HGNC:36848	HGNC
RPS15AP26	RPS15AP26	gene	HGNC:36773	HGNC
RPS15AP27	RPS15AP27	gene	HGNC:37011	HGNC
RPS15AP28	RPS15AP28	gene	HGNC:36381	HGNC
RPS15AP29	RPS15AP29	gene	HGNC:35981	HGNC
RPS15AP3	RPS15AP3	gene	HGNC:19674	HGNC
RPS15AP30	RPS15AP30	gene	HGNC:35495	HGNC
RPS15AP31	RPS15AP31	gene	HGNC:36960	HGNC
RPS15AP32	RPS15AP32	gene	HGNC:35879	HGNC
RPS15AP33	RPS15AP33	gene	HGNC:36178	HGNC
RPS15AP34	RPS15AP34	gene	HGNC:35609	HGNC
RPS15AP35	RPS15AP35	gene	HGNC:36768	HGNC
RPS15AP36	RPS15AP36	gene	HGNC:36803	HGNC
RPS15AP37	RPS15AP37	gene	HGNC:36173	HGNC
RPS15AP38	RPS15AP38	gene	HGNC:36523	HGNC
RPS15AP39	RPS15AP39	gene	HGNC:35800	HGNC
RPS15AP4	RPS15AP4	gene	HGNC:23559	HGNC
RPS15AP40	RPS15AP40	gene	HGNC:36041	HGNC
RPS15AP5	RPS15AP5	gene	HGNC:23743	HGNC
RPS15AP6	RPS15AP6	gene	HGNC:35657	HGNC
RPS15AP7	RPS15AP7	gene	HGNC:35648	HGNC
RPS15AP8	RPS15AP8	gene	HGNC:36887	HGNC
RPS15AP9	RPS15AP9	gene	HGNC:36164	HGNC
RPS15P1	RPS15P1	gene	HGNC:35725	HGNC
RPS15P2	RPS15P2	gene	HGNC:36033	HGNC
RPS15P3	RPS15P3	gene	HGNC:35563	HGNC
RPS15P4	RPS15P4	gene	HGNC:35712	HGNC
RPS15P5	RPS15P5	gene	HGNC:35536	HGNC
RPS15P6	RPS15P6	gene	HGNC:36653	HGNC
RPS15P7	RPS15P7	gene	HGNC:36623	HGNC
RPS15P8	RPS15P8	gene	HGNC:35847	HGNC
RPS15P9	RPS15P9	gene	HGNC:36440	HGNC
RPS16	RPS16	gene	HOM:51876772	HGNC
RPS16P1	RPS16P1	gene	HGNC:36462	HGNC
RPS16P10	RPS16P10	gene	HGNC:35739	HGNC
RPS16P2	RPS16P2	gene	HGNC:35928	HGNC
RPS16P3	RPS16P3	gene	HGNC:35986	HGNC
RPS16P4	RPS16P4	gene	HGNC:36502	HGNC
RPS16P5	RPS16P5	gene	HGNC:36183	HGNC
RPS16P6	RPS16P6	gene	HGNC:36741	HGNC
RPS16P7	RPS16P7	gene	HGNC:36505	HGNC
RPS16P8	RPS16P8	gene	HGNC:35608	HGNC
RPS16P9	RPS16P9	gene	HGNC:35659	HGNC
RPS17	RPS17	gene	HOM:51884576	HGNC
RPS17A	RPS17P2	gene	HGNC:10398	HGNC
RPS17B	RPS17P3	gene	HGNC:10399	HGNC
RPS17L	RPS17	gene	HOM:51884576	HGNC
RPS17L1	RPS17	gene	HOM:51884576	HGNC
RPS17L1	RPS17P2	gene	HGNC:10398	HGNC
RPS17L2	RPS17	gene	HOM:51884576	HGNC
RPS17L2	RPS17P3	gene	HGNC:10399	HGNC
RPS17L4	RPS17P5	gene	HGNC:21352	HGNC
RPS17P	RPS17P1	gene	HGNC:13982	HGNC
RPS17P1	RPS17P1	gene	HGNC:13982	HGNC
RPS17P10	RPS17P10	gene	HGNC:36438	HGNC
RPS17P11	RPS17P11	gene	HGNC:36132	HGNC
RPS17P12	RPS17P12	gene	HGNC:35930	HGNC
RPS17P13	RPS17P13	gene	HGNC:36664	HGNC
RPS17P14	RPS17P14	gene	HGNC:35534	HGNC
RPS17P15	RPS17P15	gene	HGNC:35931	HGNC
RPS17P16	RPS17P16	gene	HGNC:36821	HGNC
RPS17P17	RPS17P17	gene	HGNC:35647	HGNC
RPS17P2	RPS17P2	gene	HGNC:10398	HGNC
RPS17P3	RPS17P3	gene	HGNC:10399	HGNC
RPS17P5	RPS17P5	gene	HGNC:21352	HGNC
RPS17P6	RPS17P6	gene	HGNC:36945	HGNC
RPS17P7	RPS17P7	gene	HGNC:35796	HGNC
RPS17P8	RPS17P8	gene	HGNC:36772	HGNC
RPS17P9	RPS17P9	gene	HGNC:36160	HGNC
RPS18	RPS18	gene	HOM:51872321	HGNC
RPS18P1	RPS18P1	gene	HGNC:16550	HGNC
RPS18P10	RPS18P10	gene	HGNC:35566	HGNC
RPS18P11	RPS18P11	gene	HGNC:36319	HGNC
RPS18P12	RPS18P12	gene	HGNC:35967	HGNC
RPS18P13	RPS18P13	gene	HGNC:36901	HGNC
RPS18P14	RPS18P14	gene	HGNC:36386	HGNC
RPS18P2	RPS18P2	gene	HGNC:19801	HGNC
RPS18P3	RPS18P3	gene	HGNC:36198	HGNC
RPS18P4	RPS18P4	gene	HGNC:36952	HGNC
RPS18P5	RPS18P5	gene	HGNC:36287	HGNC
RPS18P6	RPS18P6	gene	HGNC:36028	HGNC
RPS18P7	RPS18P7	gene	HGNC:35874	HGNC
RPS18P8	RPS18P8	gene	HGNC:35956	HGNC
RPS18P9	RPS18P9	gene	HGNC:36483	HGNC
RPS19	RPS19	gene	HOM:51884457	HGNC
RPS19BP1	RPS19BP1	gene	HOM:51885912	HGNC
RPS19P1	RPS19P1	gene	HGNC:16534	HGNC
RPS19P2	RPS19P2	gene	HGNC:17047	HGNC
RPS19P3	RPS19P3	gene	HGNC:23560	HGNC
RPS19P4	RPS19P4	gene	HGNC:35778	HGNC
RPS19P5	RPS19P5	gene	HGNC:35850	HGNC
RPS19P6	RPS19P6	gene	HGNC:36217	HGNC
RPS19P7	RPS19P7	gene	HGNC:35550	HGNC
RPS2	RPS2	gene	HOM:51874953	HGNC
RPS20	RPS20	gene	HOM:51882279	HGNC
RPS20A	RPS20P3	gene	HGNC:10406	HGNC
RPS20B	RPS20P4	gene	HGNC:10407	HGNC
RPS20P	RPS20P1	gene	HGNC:10408	HGNC
RPS20P1	RPS20P1	gene	HGNC:10408	HGNC
RPS20P10	RPS20P10	gene	HGNC:36800	HGNC
RPS20P11	RPS20P11	gene	HGNC:36084	HGNC
RPS20P12	RPS20P12	gene	HGNC:36519	HGNC
RPS20P13	RPS20P13	gene	HGNC:36071	HGNC
RPS20P14	RPS20P14	gene	HGNC:36692	HGNC
RPS20P15	RPS20P15	gene	HGNC:36340	HGNC
RPS20P16	RPS20P16	gene	HGNC:35851	HGNC
RPS20P17	RPS20P17	gene	HGNC:35822	HGNC
RPS20P18	RPS20P18	gene	HGNC:36937	HGNC
RPS20P19	RPS20P19	gene	HGNC:36503	HGNC
RPS20P2	RPS20P2	gene	HGNC:14195	HGNC
RPS20P20	RPS20P20	gene	HGNC:36674	HGNC
RPS20P21	RPS20P21	gene	HGNC:35993	HGNC
RPS20P22	RPS20P22	gene	HGNC:36379	HGNC
RPS20P23	RPS20P23	gene	HGNC:36146	HGNC
RPS20P24	RPS20P24	gene	HGNC:36283	HGNC
RPS20P25	RPS20P25	gene	HGNC:35866	HGNC
RPS20P26	RPS20P26	gene	HGNC:36980	HGNC
RPS20P27	RPS20P27	gene	HGNC:36154	HGNC
RPS20P28	RPS20P28	gene	HGNC:36452	HGNC
RPS20P29	RPS20P29	gene	HGNC:36237	HGNC
RPS20P3	RPS20P3	gene	HGNC:10406	HGNC
RPS20P30	RPS20P30	gene	HGNC:36626	HGNC
RPS20P31	RPS20P31	gene	HGNC:35767	HGNC
RPS20P32	RPS20P32	gene	HGNC:36444	HGNC
RPS20P33	RPS20P33	gene	HGNC:36725	HGNC
RPS20P34	RPS20P34	gene	HGNC:36668	HGNC
RPS20P35	RPS20P35	gene	HGNC:36929	HGNC
RPS20P4	RPS20P4	gene	HGNC:10407	HGNC
RPS20P5	RPS20P5	gene	HGNC:36367	HGNC
RPS20P6	RPS20P6	gene	HGNC:35629	HGNC
RPS20P7	RPS20P7	gene	HGNC:35911	HGNC
RPS20P8	RPS20P8	gene	HGNC:35770	HGNC
RPS20P9	RPS20P9	gene	HGNC:36472	HGNC
RPS21	RPS21	gene	HOM:51884193	HGNC
RPS21-DT	RPS21-DT	gene	HGNC:56740	HGNC
RPS21P1	RPS21P1	gene	HGNC:36401	HGNC
RPS21P2	RPS21P2	gene	HGNC:36191	HGNC
RPS21P3	RPS21P3	gene	HGNC:36847	HGNC
RPS21P4	RPS21P4	gene	HGNC:35922	HGNC
RPS21P5	RPS21P5	gene	HGNC:36359	HGNC
RPS21P6	RPS21P6	gene	HGNC:36317	HGNC
RPS21P7	RPS21P7	gene	HGNC:35577	HGNC
RPS21P8	RPS21P8	gene	HGNC:39705	HGNC
RPS23	RPS23	gene	HOM:51883868	HGNC
RPS23P1	RPS23P1	gene	HGNC:16043	HGNC
RPS23P10	RPS23P10	gene	HGNC:48342	HGNC
RPS23P2	RPS23P2	gene	HGNC:36568	HGNC
RPS23P3	RPS23P3	gene	HGNC:35499	HGNC
RPS23P4	RPS23P4	gene	HGNC:36633	HGNC
RPS23P5	RPS23P5	gene	HGNC:35726	HGNC
RPS23P6	RPS23P6	gene	HGNC:36511	HGNC
RPS23P7	RPS23P7	gene	HGNC:43899	HGNC
RPS23P8	RPS23P8	gene	HGNC:35982	HGNC
RPS23P9	RPS23P9	gene	HGNC:48341	HGNC
RPS23RG1	RPS23P1	gene	HGNC:16043	HGNC
RPS24	RPS24	gene	HOM:51882027	HGNC
RPS24P	RPS24P1	gene	HGNC:10412	HGNC
RPS24P1	RPS24P1	gene	HGNC:10412	HGNC
RPS24P10	RPS24P10	gene	HGNC:36554	HGNC
RPS24P11	RPS24P11	gene	HGNC:36050	HGNC
RPS24P12	RPS24P12	gene	HGNC:35623	HGNC
RPS24P13	RPS24P13	gene	HGNC:36805	HGNC
RPS24P14	RPS24P14	gene	HGNC:35744	HGNC
RPS24P15	RPS24P15	gene	HGNC:35665	HGNC
RPS24P16	RPS24P16	gene	HGNC:35542	HGNC
RPS24P17	RPS24P17	gene	HGNC:36348	HGNC
RPS24P18	RPS24P18	gene	HGNC:36745	HGNC
RPS24P19	RPS24P19	gene	HGNC:35683	HGNC
RPS24P2	RPS24P2	gene	HGNC:19791	HGNC
RPS24P21	RPS24P21	gene	HGNC:54883	HGNC
RPS24P3	RPS24P3	gene	HGNC:19797	HGNC
RPS24P4	RPS24P4	gene	HGNC:35852	HGNC
RPS24P5	RPS24P5	gene	HGNC:36026	HGNC
RPS24P6	RPS24P6	gene	HGNC:36240	HGNC
RPS24P7	RPS24P7	gene	HGNC:35737	HGNC
RPS24P8	RPS24P8	gene	HGNC:37016	HGNC
RPS24P9	RPS24P9	gene	HGNC:35711	HGNC
RPS25	RPS25	gene	HOM:51884487	HGNC
RPS25P1	RPS25P1	gene	HGNC:34027	HGNC
RPS25P10	RPS25P10	gene	HGNC:36078	HGNC
RPS25P2	RPS25P2	gene	HGNC:36701	HGNC
RPS25P3	RPS25P3	gene	HGNC:36073	HGNC
RPS25P4	RPS25P4	gene	HGNC:35669	HGNC
RPS25P5	RPS25P5	gene	HGNC:35788	HGNC
RPS25P6	RPS25P6	gene	HGNC:35532	HGNC
RPS25P7	RPS25P7	gene	HGNC:36585	HGNC
RPS25P8	RPS25P8	gene	HGNC:36075	HGNC
RPS25P9	RPS25P9	gene	HGNC:36936	HGNC
RPS26	RPS26	gene	HOM:51882032	HGNC
RPS26L1	RPS26P11	gene	HOM:51882032	HGNC
RPS26P	RPS26P1	gene	HGNC:10415	HGNC
RPS26P1	RPS26P1	gene	HGNC:10415	HGNC
RPS26P10	RPS26P10	gene	HGNC:32201	HGNC
RPS26P11	RPS26P11	gene	HOM:51882032	HGNC
RPS26P12	RPS26P12	gene	HGNC:35487	HGNC
RPS26P13	RPS26P13	gene	HGNC:35784	HGNC
RPS26P14	RPS26P14	gene	HGNC:36992	HGNC
RPS26P15	RPS26P15	gene	HGNC:35680	HGNC
RPS26P16	RPS26P16	gene	HGNC:35557	HGNC
RPS26P17	RPS26P17	gene	HGNC:36681	HGNC
RPS26P18	RPS26P18	gene	HGNC:35782	HGNC
RPS26P19	RPS26P19	gene	HGNC:36377	HGNC
RPS26P2	RPS26P2	gene	HGNC:23662	HGNC
RPS26P20	RPS26P20	gene	HGNC:36485	HGNC
RPS26P21	RPS26P21	gene	HGNC:36469	HGNC
RPS26P22	RPS26P22	gene	HGNC:36261	HGNC
RPS26P23	RPS26P23	gene	HGNC:36332	HGNC
RPS26P24	RPS26P24	gene	HGNC:36917	HGNC
RPS26P25	RPS26P25	gene	HGNC:35730	HGNC
RPS26P26	RPS26P26	gene	HGNC:36029	HGNC
RPS26P27	RPS26P27	gene	HGNC:35636	HGNC
RPS26P28	RPS26P28	gene	HGNC:36149	HGNC
RPS26P29	RPS26P29	gene	HGNC:36456	HGNC
RPS26P3	RPS26P3	gene	HGNC:23411	HGNC
RPS26P30	RPS26P30	gene	HGNC:35574	HGNC
RPS26P31	RPS26P31	gene	HGNC:36614	HGNC
RPS26P32	RPS26P32	gene	HGNC:35753	HGNC
RPS26P33	RPS26P33	gene	HGNC:36227	HGNC
RPS26P34	RPS26P34	gene	HGNC:36894	HGNC
RPS26P35	RPS26P35	gene	HGNC:36229	HGNC
RPS26P36	RPS26P36	gene	HGNC:36561	HGNC
RPS26P37	RPS26P37	gene	HGNC:36875	HGNC
RPS26P38	RPS26P38	gene	HGNC:36406	HGNC
RPS26P39	RPS26P39	gene	HGNC:36958	HGNC
RPS26P4	RPS26P4	gene	HGNC:23775	HGNC
RPS26P40	RPS26P40	gene	HGNC:36906	HGNC
RPS26P41	RPS26P41	gene	HGNC:36062	HGNC
RPS26P42	RPS26P42	gene	HGNC:36243	HGNC
RPS26P43	RPS26P43	gene	HGNC:36675	HGNC
RPS26P44	RPS26P44	gene	HGNC:36927	HGNC
RPS26P45	RPS26P45	gene	HGNC:36944	HGNC
RPS26P46	RPS26P46	gene	HGNC:35807	HGNC
RPS26P47	RPS26P47	gene	HGNC:36368	HGNC
RPS26P48	RPS26P48	gene	HGNC:35519	HGNC
RPS26P49	RPS26P49	gene	HGNC:35514	HGNC
RPS26P5	RPS26P5	gene	HGNC:23776	HGNC
RPS26P50	RPS26P50	gene	HGNC:35615	HGNC
RPS26P51	RPS26P51	gene	HGNC:36254	HGNC
RPS26P52	RPS26P52	gene	HGNC:36863	HGNC
RPS26P53	RPS26P53	gene	HGNC:35582	HGNC
RPS26P54	RPS26P54	gene	HGNC:36868	HGNC
RPS26P55	RPS26P55	gene	HGNC:36500	HGNC
RPS26P56	RPS26P56	gene	HGNC:35858	HGNC
RPS26P57	RPS26P57	gene	HGNC:36537	HGNC
RPS26P58	RPS26P58	gene	HGNC:36571	HGNC
RPS26P59	RPS26P59	gene	HGNC:56982	HGNC
RPS26P6	RPS26P6	gene	HGNC:31090	HGNC
RPS26P7	RPS26P7	gene	HGNC:20077	HGNC
RPS26P8	RPS26P8	gene	HGNC:31329	HGNC
RPS26P9	RPS26P9	gene	HGNC:31821	HGNC
RPS27	RPS27	gene	HOM:51882006	HGNC
RPS27A	RPS27A	gene	HOM:51876267	HGNC
RPS27AP	RPS27AP1	gene	HGNC:17121	HGNC
RPS27AP	RPS27AP3	gene	HGNC:16538	HGNC
RPS27AP1	RPS27AP1	gene	HGNC:17121	HGNC
RPS27AP10	RPS27AP10	gene	HGNC:36570	HGNC
RPS27AP11	RPS27AP11	gene	HGNC:36126	HGNC
RPS27AP12	RPS27AP12	gene	HGNC:35732	HGNC
RPS27AP13	RPS27AP13	gene	HGNC:36667	HGNC
RPS27AP14	RPS27AP14	gene	HGNC:36530	HGNC
RPS27AP15	RPS27AP15	gene	HGNC:35817	HGNC
RPS27AP16	RPS27AP16	gene	HGNC:36855	HGNC
RPS27AP17	RPS27AP17	gene	HGNC:36877	HGNC
RPS27AP18	RPS27AP18	gene	HGNC:52299	HGNC
RPS27AP19	RPS27AP19	gene	HGNC:52298	HGNC
RPS27AP2	RPS27AP2	gene	HGNC:16572	HGNC
RPS27AP20	RPS27AP20	gene	HGNC:54884	HGNC
RPS27AP3	RPS27AP3	gene	HGNC:16538	HGNC
RPS27AP4	RPS27AP4	gene	HGNC:19775	HGNC
RPS27AP5	RPS27AP5	gene	HGNC:36867	HGNC
RPS27AP6	RPS27AP6	gene	HGNC:36236	HGNC
RPS27AP7	RPS27AP7	gene	HGNC:35735	HGNC
RPS27AP8	RPS27AP8	gene	HGNC:36361	HGNC
RPS27AP9	RPS27AP9	gene	HGNC:35630	HGNC
RPS27L	RPS27L	gene	HOM:51878725	HGNC
RPS27P1	RPS27P1	gene	HGNC:23740	HGNC
RPS27P10	RPS27P10	gene	HGNC:35961	HGNC
RPS27P11	RPS27P11	gene	HGNC:36014	HGNC
RPS27P12	RPS27P12	gene	HGNC:35843	HGNC
RPS27P13	RPS27P13	gene	HGNC:36203	HGNC
RPS27P14	RPS27P14	gene	HGNC:35923	HGNC
RPS27P15	RPS27P15	gene	HGNC:35863	HGNC
RPS27P16	RPS27P16	gene	HGNC:36560	HGNC
RPS27P17	RPS27P17	gene	HGNC:36291	HGNC
RPS27P18	RPS27P18	gene	HGNC:36296	HGNC
RPS27P19	RPS27P19	gene	HGNC:36094	HGNC
RPS27P2	RPS27P2	gene	HGNC:31035	HGNC
RPS27P20	RPS27P20	gene	HGNC:36333	HGNC
RPS27P21	RPS27P21	gene	HGNC:35826	HGNC
RPS27P22	RPS27P22	gene	HGNC:36090	HGNC
RPS27P23	RPS27P23	gene	HGNC:35716	HGNC
RPS27P24	RPS27P24	gene	HGNC:37005	HGNC
RPS27P25	RPS27P25	gene	HGNC:36020	HGNC
RPS27P26	RPS27P26	gene	HGNC:36904	HGNC
RPS27P27	RPS27P27	gene	HGNC:36043	HGNC
RPS27P28	RPS27P28	gene	HGNC:36748	HGNC
RPS27P29	RPS27P29	gene	HGNC:36516	HGNC
RPS27P3	RPS27P3	gene	HGNC:17445	HGNC
RPS27P30	RPS27P30	gene	HGNC:56416	HGNC
RPS27P4	RPS27P4	gene	HGNC:16694	HGNC
RPS27P5	RPS27P5	gene	HGNC:36734	HGNC
RPS27P6	RPS27P6	gene	HGNC:36163	HGNC
RPS27P7	RPS27P7	gene	HGNC:35622	HGNC
RPS27P8	RPS27P8	gene	HGNC:36022	HGNC
RPS27P9	RPS27P9	gene	HGNC:36964	HGNC
RPS28	RPS28	gene	HOM:51874046	HGNC
RPS28P1	RPS28P1	gene	HGNC:23561	HGNC
RPS28P2	RPS28P2	gene	HGNC:36211	HGNC
RPS28P3	RPS28P3	gene	HGNC:36589	HGNC
RPS28P4	RPS28P4	gene	HGNC:36208	HGNC
RPS28P5	RPS28P5	gene	HGNC:36802	HGNC
RPS28P6	RPS28P6	gene	HGNC:36085	HGNC
RPS28P7	RPS28P7	gene	HGNC:35787	HGNC
RPS28P8	RPS28P8	gene	HGNC:36938	HGNC
RPS28P9	RPS28P9	gene	HGNC:36193	HGNC
RPS29	RPS29	gene	HOM:51883281	HGNC
RPS29P1	RPS29P1	gene	HGNC:19783	HGNC
RPS29P10	RPS29P10	gene	HGNC:37006	HGNC
RPS29P11	RPS29P11	gene	HGNC:36413	HGNC
RPS29P12	RPS29P12	gene	HGNC:36458	HGNC
RPS29P13	RPS29P13	gene	HGNC:35818	HGNC
RPS29P14	RPS29P14	gene	HGNC:36471	HGNC
RPS29P15	RPS29P15	gene	HGNC:35876	HGNC
RPS29P16	RPS29P16	gene	HGNC:35560	HGNC
RPS29P17	RPS29P17	gene	HGNC:35479	HGNC
RPS29P18	RPS29P18	gene	HGNC:37004	HGNC
RPS29P19	RPS29P19	gene	HGNC:36118	HGNC
RPS29P2	RPS29P2	gene	HGNC:31083	HGNC
RPS29P20	RPS29P20	gene	HGNC:36491	HGNC
RPS29P21	RPS29P21	gene	HGNC:36479	HGNC
RPS29P22	RPS29P22	gene	HGNC:35799	HGNC
RPS29P23	RPS29P23	gene	HGNC:35779	HGNC
RPS29P24	RPS29P24	gene	HGNC:35794	HGNC
RPS29P25	RPS29P25	gene	HGNC:35649	HGNC
RPS29P26	RPS29P26	gene	HGNC:36490	HGNC
RPS29P27	RPS29P27	gene	HGNC:35836	HGNC
RPS29P28	RPS29P28	gene	HGNC:36830	HGNC
RPS29P29	RPS29P29	gene	HGNC:52362	HGNC
RPS29P3	RPS29P3	gene	HGNC:31363	HGNC
RPS29P30	RPS29P30	gene	HGNC:52363	HGNC
RPS29P31	RPS29P31	gene	HGNC:52364	HGNC
RPS29P32	RPS29P32	gene	HGNC:52365	HGNC
RPS29P33	RPS29P33	gene	HGNC:52366	HGNC
RPS29P4	RPS29P4	gene	HGNC:35908	HGNC
RPS29P5	RPS29P5	gene	HGNC:35584	HGNC
RPS29P6	RPS29P6	gene	HGNC:35718	HGNC
RPS29P7	RPS29P7	gene	HGNC:36594	HGNC
RPS29P8	RPS29P8	gene	HGNC:36915	HGNC
RPS29P9	RPS29P9	gene	HGNC:36913	HGNC
RPS2L1	RPS2P7	gene	HGNC:15838	HGNC
RPS2P1	RPS2P1	gene	HGNC:16580	HGNC
RPS2P10	RPS2P10	gene	HGNC:36892	HGNC
RPS2P11	RPS2P11	gene	HGNC:36350	HGNC
RPS2P12	RPS2P12	gene	HGNC:36546	HGNC
RPS2P13	RPS2P13	gene	HGNC:36021	HGNC
RPS2P14	RPS2P14	gene	HGNC:36389	HGNC
RPS2P15	RPS2P15	gene	HGNC:36468	HGNC
RPS2P16	RPS2P16	gene	HGNC:36865	HGNC
RPS2P17	RPS2P17	gene	HGNC:35764	HGNC
RPS2P18	RPS2P18	gene	HGNC:36449	HGNC
RPS2P19	RPS2P19	gene	HGNC:35786	HGNC
RPS2P2	RPS2P2	gene	HGNC:19790	HGNC
RPS2P20	RPS2P20	gene	HGNC:35992	HGNC
RPS2P21	RPS2P21	gene	HGNC:35591	HGNC
RPS2P22	RPS2P22	gene	HGNC:35506	HGNC
RPS2P23	RPS2P23	gene	HGNC:35760	HGNC
RPS2P24	RPS2P24	gene	HGNC:35887	HGNC
RPS2P25	RPS2P25	gene	HGNC:36410	HGNC
RPS2P26	RPS2P26	gene	HGNC:36157	HGNC
RPS2P27	RPS2P27	gene	HGNC:36876	HGNC
RPS2P28	RPS2P28	gene	HGNC:35780	HGNC
RPS2P29	RPS2P29	gene	HGNC:36011	HGNC
RPS2P3	RPS2P3	gene	HGNC:19806	HGNC
RPS2P30	RPS2P30	gene	HGNC:36987	HGNC
RPS2P31	RPS2P31	gene	HGNC:36965	HGNC
RPS2P32	RPS2P32	gene	HGNC:30518	HGNC
RPS2P33	RPS2P33	gene	HGNC:35549	HGNC
RPS2P34	RPS2P34	gene	HGNC:36370	HGNC
RPS2P35	RPS2P35	gene	HGNC:36757	HGNC
RPS2P36	RPS2P36	gene	HGNC:36784	HGNC
RPS2P37	RPS2P37	gene	HGNC:36482	HGNC
RPS2P38	RPS2P38	gene	HGNC:36584	HGNC
RPS2P39	RPS2P39	gene	HGNC:36131	HGNC
RPS2P4	RPS2P4	gene	HGNC:19814	HGNC
RPS2P40	RPS2P40	gene	HGNC:35541	HGNC
RPS2P41	RPS2P41	gene	HGNC:36357	HGNC
RPS2P42	RPS2P42	gene	HGNC:36481	HGNC
RPS2P43	RPS2P43	gene	HGNC:35652	HGNC
RPS2P44	RPS2P44	gene	HGNC:35811	HGNC
RPS2P45	RPS2P45	gene	HGNC:25709	HGNC
RPS2P46	RPS2P46	gene	HGNC:35839	HGNC
RPS2P47	RPS2P47	gene	HGNC:35785	HGNC
RPS2P48	RPS2P48	gene	HGNC:35985	HGNC
RPS2P49	RPS2P49	gene	HGNC:36521	HGNC
RPS2P5	RPS2P5	gene	HGNC:31386	HGNC
RPS2P50	RPS2P50	gene	HGNC:36034	HGNC
RPS2P51	RPS2P51	gene	HGNC:36422	HGNC
RPS2P52	RPS2P52	gene	HGNC:36059	HGNC
RPS2P53	RPS2P53	gene	HGNC:36690	HGNC
RPS2P54	RPS2P54	gene	HGNC:35835	HGNC
RPS2P55	RPS2P55	gene	HGNC:36140	HGNC
RPS2P6	RPS2P6	gene	HGNC:25485	HGNC
RPS2P7	RPS2P7	gene	HGNC:15838	HGNC
RPS2P8	RPS2P8	gene	HGNC:36207	HGNC
RPS2P9	RPS2P9	gene	HGNC:36704	HGNC
RPS3	RPS3	gene	HOM:51874075	HGNC
RPS30	FAU	gene	HOM:51874014	HGNC
RPS3A	RPS3A	gene	HOM:51874027	HGNC
RPS3AP	RPS3AP1	gene	HGNC:10422	HGNC
RPS3AP1	RPS3AP1	gene	HGNC:10422	HGNC
RPS3AP10	RPS3AP10	gene	HGNC:36036	HGNC
RPS3AP11	RPS3AP11	gene	HGNC:36825	HGNC
RPS3AP12	RPS3AP12	gene	HGNC:35527	HGNC
RPS3AP13	RPS3AP13	gene	HGNC:54572	HGNC
RPS3AP14	RPS3AP14	gene	HGNC:35715	HGNC
RPS3AP15	RPS3AP15	gene	HGNC:35781	HGNC
RPS3AP16	RPS3AP16	gene	HGNC:36052	HGNC
